Filename,Instance_Number,Objective_Index,Additional infos_gap,Additional infos_computation_time,Additional infos_obj,Additional infos_solved,Metrics_Envy Freeness,Metrics_Relative Mean Deviation,Metrics_Gini Coefficient,Metrics_Jain's Fairness Index,Metrics_Energy Shortfall,Metrics_Relative Range,Metrics_Coefficient of Variation,Metrics_Hoover Index,Metrics_Utility
solution_54_obj=4_h_lns.log,54,4,-1.0,601.924598,0.889773,0,0.15589774691498237,0.7771622264879339,0.4925784643522625,0.5686709512743374,5626.097609999996,2.8150107110515914,0.8709111117413496,0.3885811132439669,0.31570199227487505
solution_40_obj=4_h_lns.log,40,4,-1.0,600.115609,0.750916,0,0.12946066045939478,0.8566914303661469,0.5298596436655244,0.5234122361750502,1087.741710999999,3.101001911345659,0.9542221826293968,0.42834571518307346,0.24188680037633958
solution_27_obj=4_h_lns.log,27,4,-1.0,603.284252,0.87363,0,0.161703248875816,0.725642250070638,0.46026743748274535,0.6047035164254904,6588.8275250000015,2.4905552569168794,0.808518996814693,0.362821125035319,0.35044623542301195
solution_31_obj=0_h_lns.log,31,0,-1.0,600.022941,11.796579,0,0.09728697436427684,1.4665152236709909,0.8164576054227548,0.16310778889959976,628.4500249999994,8.340257199986766,2.265152326859192,0.7332576118354953,0.11796583678189199
solution_27_obj=3_h_lns.log,27,3,-1.0,601.310517,-93335.933371,0,0.22364237117263075,0.9641820038913965,0.540714442066998,0.4983575050467239,6811.857604999998,2.384603959515919,1.0032904032541303,0.48209100194569826,0.41257130915888446
solution_36_obj=1_h_lns.log,36,1,-1.0,600.001204,9.93573,0,0.1080782283129022,0.648232654857752,0.4216908911943041,0.6479755246546279,1233.642570999999,2.2769966988153305,0.7370672742020663,0.3241163274288761,0.25373430696294413
solution_1_obj=7_h_lns.log,1,7,-1.0,600.002075,0.278436,0,0.10113354651842173,0.4516805907157351,0.3206994557622613,0.7553267295682071,1116.2337829999992,2.127563243474408,0.5691488158382122,0.2258402953578675,0.31219950409725455
solution_17_obj=1_h_lns.log,17,1,-1.0,600.138759,19.254499,0,0.112702068097203,0.7211387164388318,0.46967011168591083,0.5921365185941098,2165.2678949999986,3.2639641036188998,0.8299396015893172,0.3605693582194159,0.23876025952383473
solution_20_obj=5_h_lns.log,20,5,-1.0,600.197694,0.370021,0,0.10229569787715274,0.32060928529588134,0.24267093862328085,0.8276486396159703,3144.691018,2.2228765855158916,0.45633560468544637,0.16030464264794064,0.41943308071913177
solution_44_obj=8_h_lns.log,44,8,-1.0,600.123014,0.209469,0,0.14301271066087468,0.7845797698877529,0.5157105696994251,0.5308354410845513,2737.0856729999955,3.5664932017607955,0.940118596382916,0.39228988494387645,0.27592540364356927
solution_37_obj=7_h_lns.log,37,7,-1.0,600.003805,0.266437,0,0.09311901590353305,0.4793535186238286,0.3299309635858615,0.746542122118483,1076.269676999999,2.0839208740563357,0.5826741331092352,0.23967675931191423,0.2794155017842299
solution_27_obj=2_h_lns.log,27,2,-1.0,604.313074,-1230.646874,0,0.21648223625017654,1.1389641393569183,0.6153347648063646,0.4119385105454184,6856.7315249999965,2.8034419410254396,1.1947998862859082,0.5694820696784592,0.3509326028856806
solution_2_obj=8_h_lns.log,2,8,-1.0,600.04536,0.222272,0,0.14128898714373592,0.7386169716836216,0.461250634473227,0.5952637180561282,1545.7100259999993,3.134065774789972,0.8245772767129035,0.3693084858418108,0.30325399428890715
solution_47_obj=0_h_lns.log,47,0,-1.0,600.360295,50.260479,0,0.1771867229207859,1.251091043237112,0.7015484262712163,0.3214897202348596,2687.7773859999966,3.9143906360968046,1.4527626659694273,0.625545521618556,0.2513023801410739
solution_46_obj=0_h_lns.log,46,0,-1.0,600.018599,48.959025,0,0.17205300578264965,1.2298943249870378,0.6993310359685461,0.3257167281626585,2631.5398689999984,4.0191401813768275,1.4388024243468598,0.6149471624935189,0.2447949997194668
solution_60_obj=0_h_lns.log,60,0,-1.0,602.243054,110.796712,0,0.18679420368522515,1.1912755071137615,0.6726813225144789,0.3540290326030413,5803.092490999999,3.5513529365658933,1.350787585415046,0.5956377535568806,0.27699181163454817
solution_51_obj=3_h_lns.log,51,3,-1.0,602.040347,-90429.139212,0,0.22425199817335184,1.0194147954609363,0.5641772647199034,0.47151808248734256,6321.504343,2.48131350354438,1.0586828793380618,0.5097073977304681,0.39649128415156987
solution_7_obj=9_h_lns.log,7,9,-1.0,600.061058,31.378824,0,0.09143907977279093,0.16112504947573844,0.11021527191804771,0.9423941279281626,3106.915188999999,1.1851214022576648,0.24723906477661775,0.08056252473786922,0.821344332774267
solution_12_obj=5_h_lns.log,12,5,-1.0,600.128173,0.364257,0,0.09902384350034693,0.3205559248055746,0.2415168651643471,0.8276620637427429,3142.0778549999986,2.34426152043005,0.4563141321733167,0.1602779624027873,0.4079579461906297
solution_40_obj=0_h_lns.log,40,0,-1.0,600.025614,17.31649,0,0.1316877983984823,1.2943235430894686,0.7528718840956988,0.2525139726183719,954.4594709999986,5.681670496574073,1.7205164616734583,0.6471617715447343,0.1731648148490639
solution_19_obj=2_h_lns.log,19,2,-1.0,600.168479,-682.281763,0,0.21097592829459544,1.2100939409152305,0.6434061595863608,0.37961447973799933,3249.218510999999,3.008479181486878,1.2783784520320909,0.6050469704576151,0.32626521447677637
solution_5_obj=8_h_lns.log,5,8,-1.0,600.030559,0.196017,0,0.15562664297418174,1.0525114932552122,0.6517162587372356,0.3754587107985136,1271.0074159999986,4.1622698931789675,1.2897320297018642,0.5262557466276061,0.2364071395778377
solution_60_obj=6_h_lns.log,60,6,-1.0,604.288357,0.31908,0,0.09383005325359546,0.31943423584807423,0.22843481093648524,0.8495489742991734,6178.158090999998,2.2750091372260437,0.42082677752114134,0.15971711792403712,0.40972511035757964
solution_50_obj=0_h_lns.log,50,0,-1.0,600.104984,45.360155,0,0.16377444158033713,1.263991265584696,0.7184965444307801,0.29797134856686425,2463.840287999999,4.334873031416686,1.5349356226730086,0.6319956327923482,0.22680076979567734
solution_54_obj=8_h_lns.log,54,8,-1.0,601.159149,0.217617,0,0.16008726065594628,0.91300353543827,0.5803685826770835,0.461960462914863,5492.480490000001,3.5669476429366314,1.079206845026449,0.45650176771913503,0.27514763422879185
solution_19_obj=6_h_lns.log,19,6,-1.0,600.092985,0.313372,0,0.0897428476533363,0.30438152981603495,0.21899097656695427,0.859990698847679,3303.4690709999986,2.0285530037423616,0.4034888768392341,0.15219076490801745,0.4077525696031143
solution_12_obj=3_h_lns.log,12,3,-1.0,600.026728,-48413.703875,0,0.2197999723710751,1.0432629625626995,0.5803342850487249,0.4565244542713987,2827.6255350000006,2.6113230451449216,1.0910834811335355,0.5216314812813496,0.37685344144515026
solution_2_obj=2_h_lns.log,2,2,-1.0,600.010774,-354.380339,0,0.202248430711325,1.2768099194981655,0.682241619129425,0.33769008582804594,1587.2351459999998,3.353134247116986,1.400462463052933,0.6384049597490827,0.2934824566400846
solution_22_obj=7_h_lns.log,22,7,-1.0,600.164038,0.291325,0,0.10305974125517679,0.3429765661215555,0.2436325326849529,0.8393059463394634,6106.836071,2.007220337012266,0.437562155610071,0.17148828306077774,0.42195551952404164
solution_14_obj=5_h_lns.log,14,5,-1.0,600.342089,0.371724,0,0.09904240831912979,0.28549663221978394,0.2151910812818592,0.8542891567274497,3492.9058149999987,2.10228760601884,0.4129937589750818,0.14274831610989194,0.4579520475035562
solution_14_obj=2_h_lns.log,14,2,-1.0,600.013678,-687.081574,0,0.20637647713480536,1.2639969393261319,0.6668533491321033,0.3515099878394288,2933.9910949999976,3.1954931218849243,1.3582596867593428,0.6319984696630659,0.30793066424031784
solution_47_obj=8_h_lns.log,47,8,-1.0,600.18392,0.20986,0,0.16661858571721105,1.0853109256107083,0.6550151159526081,0.37917923717783725,2670.028745999996,3.8865616734728623,1.279560551043621,0.5426554628053541,0.253101781548232
solution_25_obj=3_h_lns.log,25,3,-1.0,601.43883,-91746.389689,0,0.2263557539646289,0.9830522324204796,0.5451669404998326,0.49109123760296125,6548.751460999997,2.375419693652719,1.0179791235793965,0.4915261162102398,0.4141664649963849
solution_39_obj=0_h_lns.log,39,0,-1.0,600.023212,15.876645,0,0.12396001315731879,1.3583252108475445,0.7729619831174533,0.22803259053830263,872.7666709999991,6.087920046081153,1.8399288214108882,0.6791626054237723,0.1587664279823962
solution_7_obj=8_h_lns.log,7,8,-1.0,600.005038,0.196328,0,0.15298369740872675,1.026913556662154,0.631918225962769,0.40551384687946535,1231.587188999999,4.1055501348072925,1.210787775370209,0.513456778331077,0.2396731953788645
